vi_text,labels
Chúng tôi đề cao văn hóa làm việc nhóm và tôn trọng trong suốt quá trình hoạt động nhận ra rằng mỗi thành viên trong nhóm đóng vai trò quan trọng và đóng góp cho sự vận hành an toàn của các tàu trên biển cũng như thành công của toàn Công ty,2
Trong việc quyên góp hơn 400000 usdchủ yếu dưới dạng thẻ quà tặngcho hơn 1200 tổ chức liên kết với sứ mệnh từ thiện của chúng tôi để tăng cường thành tích học tập và kỹ năng sống ở những thanh niên không được hưởng lợi,2
Khi nhân khẩu học của khách hàng và bệnh nhân của họ thay đổi chúng tôi cam kết hỗ trợ họ và hợp tác để phục vụ nhu cầu cụ thể của họ,2
Việc hoàn thành và thành công của khóa đào tạo được giám sát với kết quả được đệ trình lên Ủy ban kiểm toán của Hội đồng quản trị,3
hành tinh và tài nguyên thiên nhiên và hỗ trợ hành động khí hậu,0
An ninh mạng và Bảo mật thông tin của Vingroup trong Báo cáo Phát triển bền vững năm 2022 Quản trị doanh nghiệp Chúng tôi thúc đẩy việc phân cấp và ủy quyền cho Cán bộ Lãnh đạo CBLĐ ở các cấp độ khác nhau tiếp tục cải cách mô hình quản lý từ tập trung sang phương thức quản lý theo lĩnh vực kinh doanh với cơ sở là Công ty conĐơn vị thành viên chịu trách nhiệm thực hiện lợi nhuận còn Tập đoàn Vingroup CTCP giữ vai trò lập chiến lược đánh giá và giám sát các công ty thành viên,3
"Bao gồm sáu thành viên, trong đó có một thành viên độc lập và ba thành viên thuộc Hội đồng Quản trị, Ủy ban Triển cuộc họp với Văn phòng Quản lý chuyển đổi và các đơn vị liên quan khác để rà soát tiến độ dự án, cách tiếp cận cũng như hiệu quả triển khai của các sáng kiến chiến lược.",3
Tại ACB việc đào tạo và phát triển nghề nghiệp luôn được ưu tiên thông qua các chương trình đào tạo như đã nêu cụ thể trong Mục 1 Đầu tư và Phát triển Nguồn nhân lực thuộc Phần 3 của báo cáo phát triển bền vững này,2
Các nhà cung cấp chúng tôi tận tâm hoạt động với sự liêm chính và minh bạch tuân thủ các chính sách và quy trình thúc đẩy sự trung thực an toàn trách nhiệm và nhân quyền,3
Các ARG của TJX là không chính thức nhưng được tổ chức tốt và họ thường phát triển kế hoạch kinh doanh hàng năm vạch ra mục tiêu và mục tiêu của họ,3
Rose đã tăng đáng kể thu nhập và tài sản của mình và đã trở thành một mô hình vai trò và cố vấn cho những người phụ nữ khác trong cộng đồng của mình,2
Việc giảm sử dụng không gian văn phòng trong những tháng qua hoặc chấm dứt hợp đồng thuê nhà đã ảnh hưởng đến Scopes 2 và gián đoạn du lịch đã giảm lượng khí thải Phạm vi 3,1
2023 cũng là năm đánh dấu sự khởi đầu của việc chuyển đổi các vật liệu nhựa sử dụng một lần được sử dụng trong văn phòng EVNFinance,1
Bù đắp Trong một số khu vực địa lý nhất định chúng tôi tận dụng các khoản bù đắp carbon và du lịch kinh doanh,1
MÃ SỐ THỰC HIỆN Tất cả các nhà cung cấp thực phẩm đồ uống giấy và bao bì của chúng ta đều phải tuân thủ Quy tắc ứng xử của chúng ta đối với các nhà cung cấp hoặc một quy tắc tương đương,2
Chúng tôi tiếp tục hợp tác với các nhà cung cấp để hiểu rõ hơn những thách thức liên quan đến thời tiết và thời vụ đồng thời phát triển các chiến lược cải thiện các yêu cầu về không gian và dây dẫn,2
Là một nhà bán lẻ đa kênh chúng tôi cung cấp nhiều loại sản phẩm và dịch vụ tại thị trường Home Baby Beauty and Wellness với sự hiện diện ở Bắc Mỹ,2
Nhà ăn công ty được kiểm tra hàng ngày để đảm bảo an toàn thực phẩm và vệ sinh,2
Để đạt được mục tiêu này chúng tôi giới thiệu một loạt các chương trình và giải pháp được thiết kế tại địa phương bao gồm xây dựng doanh nghiệp trực tuyến tăng sự chấp nhận thanh toán kỹ thuật số và khuyến khích hỗ trợ khu phố,3
Tuy nhiên một số yếu tố dẫn đến việc tiêu thụ nước tăng trong năm 2016,1
Trọng lượng đáng kể của các hoạt động này xuất phát từ việc liên tục đối mặt với những hành vi bất hợp pháp tại Việt Nam cả trong và sau giai đoạn phong tỏa do COVID19 cũng như sự gia tăng nhanh chóng tỷ lệ tội phạm tài chính toàn cầu,3
Chúng tôi làm việc để giảm thiểu nguồn phát thải để tránh việc chất thải được tạo ra ngay từ đầu và cũng gửi hàng chục ngàn tấn thức ăn thừa cho động vật thức ăn nghiền và các chất hữu cơ có thể phân huỷ thành phân trộn và dầu mỡ thành nhiên liệu sinh học,1
Tổng số lao động theo đầu người được thống kê từ Tập đoàn tại ngày 31 tháng Mười Hai cho mỗi năm cụ thể,2
Trong phát thải để hiểu phát thải cơ bản của chúng tôi và giúp thiết lập các mục tiêu môi trường,1
Trung tâm phân phối của chúng tôi nhận hàng hoá từ nhiều quốc gia,0
Charter đã thực hiện một số bước quan trọng để đảm bảo khả năng phục hồi và tiếp tục hoạt động của các nền tảng hỗ trợ khách hàng quan trọng và hệ thống hỗ trợ vận hành của chúng tôi,3
"Các hệ thống QLRR MT-XH bao gồm một số khía cạnh, như đảm bảo rằng tất cả các khoản tín dụng đều được tài trợ cho những dự án có tác động tiêu cực thấp nhất và tuân theo quy trình quản lý rủi ro phù hợp với thông lệ quốc tế tốt trong ngành.",3
Các dịch vụ tài chính bảo hiểm Lexus có sẵn trên toàn quốc với phạm vi lên đến 5000 dặm,0
Câu sửa đổi này cũng cung cấp thêm ngữ cảnh và chi tiết để làm rõ ý nghĩa ban đầu,0
Chúng tôi đang tiến triển và đang đi đúng hướng để thực hiện cam kết của chúng tôi,0
Tôi đề xuất các khuyến nghị và kế hoạch hành động cho những tình huống tương tự trong tương lai.,3
Các công ty thành viên trong tập đoàn tài chính bảo hiểm Bảo Việt phối hợp để nâng cao nhận thức và thúc đẩy các hoạt động kinh doanh hướng tới phát triển bền vững đảm bảo lợi ích của đơn vị và góp phần vào sự thịnh vượng chung toàn bộ tập đoàn,2
Hiệu suất nhiên liệu RPMsgallon với Tiêu chuẩn đảm bảo AA1000,1
Chúng tôi đã có những tiến bộ đáng kể trong việc thúc đẩy phụ nữ và người da màu trong tổ chức của chúng tôi trong vài năm qua,2
Trong thập kỷ qua Dự án Tăm Xỉa Răng đã và đang nghiên cứu giải pháp kiểm soát sinh học cho vấn đề Striga,0
Cuối cùng ở Việt Nam thông qua việc triển khai Trải nghiệm đám mây của Adobe trên tất cả các điểm tương tác giữa khách hàng và doanh nghiệp dù trực tiếp hay kỹ thuật số,2
"Ngoài ra, chúng tôi tiếp tục soát xét báo cáo tài chính định kỳ hàng quý theo quy định hiện hành, yêu cầu thực hiện đối với cả báo cáo bán niên và báo cáo cuối năm.",3
Việc ban hành quy chế nội bộ tạo nền tảng cho EVNFinance thực hiện có hiệu quả công tác phòng chống rửa tiền,3
Ở hầu hết các nước các tòa nhà tiêu thụ ít nhất 40 nguồn năng lượng góp phần làm tăng cường độ phát thải khí nhà kính,1
Thúc đẩy đổi mới công nghệ đầu tư và triển khai toàn diện cơ sở hạ tầng kỹ thuật để chủ động thích ứng với những biến động của nền kinh tế thị trường nâng cao hiệu quả hoạt động kinh doanh tăng năng suất lao động và tối ưu hóa vận hành,3
Để mở rộng nỗ lực này cũng bao gồm phát thải Phạm vi 1 từ các phương tiện thuộc sở hữu và cho thuê của Công ty cũng như phát thải Phạm vi 2,1
Dựa trên kết quả hoạt động tài chính khả quan của công ty PNJ dự kiến sẽ thanh toán cổ tức bằng tiền mặt ở mức cao với tỷ suất cổ tức bằng tiền mặt là 20,3
Là một công ty lấy con người làm trung tâm bắt nguồn từ các giá trị mục đích của chúng tôi là Nuôi dưỡng một thế giới tốt đẹp hơn vượt ra ngoài việc phục vụ thực phẩm dinh dưỡng bằng cách sử dụng các nguyên liệu thực sự,2
Chúng tôi tin rằng mọi thử thách đều có thể trở thành cơ hội nếu được tiếp cận với sự linh hoạt,0
Và chúng ta đang ưu tiên sự đa dạng công bằng và hoà nhập tại nơi làm việc và cộng đồng trong khi giảm tác động của chúng ta đến môi trường,1
0811 Nhóm khuyến cáo rằng các cuộc kiểm tra trước tiên nên được thực hiện thường xuyên như một biện pháp phòng ngừa để giảm thiểu rủi ro phát triển các vấn đề sức khoẻ tại nơi làm việc,2
Mặc dù di sản của chúng ta là sự thay đổi và đổi mới có một điều sẽ không bao giờ thay đổi Chipotle cam kết làm điều đúng đắn,0
Chúng tôi cố gắng cung cấp cho Ứng viên kinh nghiệm tuyển dụng tốt nhất và một phần trọng tâm đó có nghĩa là minh bạch ở mọi bước,2
Đồng thời tận dụng những tiện ích có được từ hệ sinh thái NovaGroup với tám công ty hoạt động trong các lĩnh vực Dịch vụ Công nghệ Công nghiệp,2
bao gồm trong hệ thống tài chính chính thức và có thể được hưởng lợi từ truy cập tài chính và kỹ thuật số,0
Khách hàng của JCREW Chúng tôi cũng tin vào tính toàn diện có chủ đích mở rộng khẩu độ có chủ đích để bao gồm và đại diện cho tất cả mọi người từ kích thước và hình dạng đến chủng tộc sắc tộc tôn giáo giới tính độ tuổi khả năng và xu hướng tình dục,2
Tập đoàn Bảo Việt đã chia sẻ gánh nặng tài chính với người dân trên cả nước và thực hiện đúng cam kết chia sẻ và gánh vác trách nhiệm cộng đồng để cùng nhau hướng tới một tương lai bền vững cho khách hàng nhà đầu tư người lao động và xã hội nói chung,2
100 tấn rác thải từ ACB được sản xuất hàng năm sẽ được phân loại tại chỗ cất giữ ở khu vực thích hợp và giao cho một đơn vị chuyên nghiệp vận chuyển đến cơ sở xử lý chất thải theo các quy định môi trường hiện hành,1
Chúng tôi cung cấp một loạt các chương trình đào tạo và phát triển các nguồn lực và cơ hội phù hợp với con đường sự nghiệp để đồng đội được trao quyền để nâng cao kỹ năng và đạt được tiềm năng tối đa,2
Quá trình này bắt đầu với người giám sát bộ phận nhân sự hoặc bộ phận tuân thủ của họ và bao gồm các kênh leo thang được phê duyệt nếu cần thiết,3
"Ngoài ra, VinCSS, VinHMS và VinIT triển khai liên tục các chương trình đào tạo về tự hoàn thiện cá nhân, văn hóa và môi trường làm việc cho nhân viên tập đoàn Vingroup.",2
Công ty Coteccons tập trung vào các giá trị con người để thúc đẩy một tiêu chuẩn ngành xây dựng vượt trội về môi trường đảm bảo lợi ích hài hòa cho tất cả bên liên quan và theo đuổi sự phát triển bền vững vì cộng đồng cũng như tương lai của xã hội,3
"Hai sản phẩm này được kỳ vọng sẽ thực sự đáp ứng nhu cầu của các cá nhân thuộc hộ nghèo, hộ cận nghèo, hộ mới thoát nghèo, hộ có mức sống trung bình, hoặc những người có thu nhập thấp mong muốn tiết kiệm tiền bạc cũng như bảo vệ trước những rủi ro tiềm ẩn trong cuộc sống.",2
Chúng tôi cũng đã tăng cường tiếp cận với các trường Cao đẳng và Đại học Da đen lịch sử HBCU và quan hệ đối tác với các tổ chức trong trường để tuyển dụng,2
Bằng cách trồng 500 cây gỗ bản địa đầu tiên tại Khu bảo tồn Thiên nhiên Phong Điền Bảo hiểm Bảo Việt hy vọng sẽ hợp tác với cộng đồng để bảo vệ môi trường và giảm thiểu nguy cơ lũ lụt,1
Tất cả nhân viên nhận vắc xin COVID hàng giờ đều đủ điều kiện trả hai giờ tiền cho mỗi lần tiêm chủng hoặc liều tăng cường tối đa sáu giờ được trả tiền ngay cả khi họ nhận vắc xin trong thời gian nghỉ theo lịch trình thường xuyên của họ,2
Bộ phận Tuân thủ của Dillard chịu trách nhiệm đảm bảo rằng Chính sách được truyền đạt đến các nhà cung cấp của Dillard rằng nhân viên thích hợp được đào tạo và kiểm toán cần thiết được tiến hành để tuân thủ,3
Phạm vi hàng hóa và dịch vụ của chúng tôi hàng hóa vốn các hoạt động liên quan đến nhiên liệu và năng lượng hậu cần xử lý chất thải đi lại kinh doanh và vận chuyển nhân viên,2
Chúng ta đã cam kết giảm 02 bằng cách cắt giảm lượng khí thải mua 100 điện xanh trên dấu chân của chúng ta và hỗ trợ các dự án môi trường để giảm thiểu hơn nữa lượng khí thải Phạm vi 1 của chúng ta,1
Công ty đã thực hiện một loạt các biện pháp và kênh để phổ biến cho tất cả các nhà điều hành và nhân viên biết về các chính sách và quy trình phòng ngừa tham nhũng và hối lộ,3
Trong suốt đại dịch COVID ưu tiên của chúng tôi là sự an toàn và phúc lợi của các thành viên trong nhóm bao gồm cả phúc lợi tài chính,2
Các mảnh cắt sau đó được tái chế thành bao bì trong tương lai,0
2013 kiểm tra kiểm toán nội bộ tập đoàn bảo việt đã tiến hành tư vấn đánh giá quy trình quản lý những rủi ro trọng yếu về phát triển bền vững của Bảo Việt theo phương pháp đánh giá dựa trên mô hình trưởng thành năng lực với bốn mức độ phù hợp với thông lệ quốc tế,3
Chương trình hỗ trợ tài chính cho giáo dục và đào tạo bao gồm kinh phí trị giá 232 tỷ đồng dành riêng để phát triển 51 dự án khác nhau trong lĩnh vực này,2
Ảnh Top Chúng tôi ra mắt bao bì không nhựa mới cho dòng búp bê cổ điển của chúng tôi trong năm tài chính 21,1
Trong những năm qua ngân hàng đã đóng góp vào danh mục đầu tư của mình bằng cách cung cấp các khoản vay cho các dự án xanh tín dụng cho doanh nhân và phụ nữ sở hữu doanh nghiệp nhỏ,2
Lô hàng không chỉ là những cái giá đỡ hay gói hàng chúng là một phần của việc kinh doanh,0
Ủy ban Sáng kiến Khí hậu chịu trách nhiệm định lượng lượng khí thải tránh được từ hiệu quả phát thải và các dự án giảm thiểu của chúng tôi,1
"Tại Nhà máy xử lý nước thải số 4, toàn bộ dòng nước thải phát sinh từ các hoạt động khám chữa bệnh của Vinmec được xử lý để đạt QCVN 28:2010/BTNMT - Quy chuẩn kỹ thuật quốc gia về nước thải y tế.",1
Tại Úc Vinamilk đang hoàn thành công tác chuẩn bị cho việc xuất khẩu và nộp hồ sơ đăng ký sản phẩm Sữa chua uống lên men đóng gói bằng nhựa HDPE 130 ml vào năm 2023 tiếp tục khẳng định năng lực sản xuất của mình và dịch vụ đáp ứng các tiêu chuẩn quốc tế Dự kiến sẽ xuất hơn hai triệu chai HDPE 130ml trong năm 2024,3
Chúng tôi tiếp tục tập trung vào sự tham gia có ý nghĩa và tác động để giải quyết các nhu cầu cụ thể vô gia cư nhập cư an ninh lương thực giáo dục cô lập xã hội và cơ hội kinh tế,2
Chúng tôi quản lý các nguồn lực của mình để giúp cộng đồng phát triển mạnh mẽ nơi Khách hàng và Nhân viên sống và làm việc,2
Công ty cẩn thận xử lý tất cả các chất thải nguy hại phân loại và quản lý chúng một cách thích hợp để đảm bảo tuân thủ pháp luật và quy định về môi trường,1
Lập kế hoạch sử dụng nguyên liệu thô một cách hiệu quả và bảo toàn trong quá trình sản xuất để tối ưu hóa năng suất lao động,3
Chúng tôi cũng hợp tác với một chuyên gia bên thứ ba để xác nhận và nâng cao cách tiếp cận cơ sở của chúng tôi,0
Các tiêu chuẩn môi trường trên thế giới cho các tàu không mang cờ Mỹ,0
Nó cho các thành viên BBP cơ hội kết nối với nhóm tư vấn kinh doanh của chúng tôi trong khi mài giũa các kỹ năng phát triển kinh doanh quan trọng,0
"Trong khi đó, công ty sẽ tiến hành xem xét và yêu cầu cải thiện kết quả từ các phòng ban khác như một phần quan trọng của quá trình chuẩn bị cho cuộc kiểm toán sắp tới.",3
Ngành công nghiệp chất thải rắn tấn Ngoài ra PNJ có kế hoạch lâu dài để tập trung vào việc nghiên cứu giảm thiểu rác thải nhựa trong quá trình sản xuất và đóng gói sản phẩm của họ,1
Chúng tôi dựa rất nhiều vào các hệ thống máy tính tích hợp phức tạp bao gồm cả nền tảng của bên thứ ba để xử lý các giao dịch duy trì thông tin và quản lý doanh nghiệp của chúng tôi,3
Một bức thư từ CEO của chúng tôi Trong báo cáo năm 2021 chúng tôi chia sẻ chi tiết về cách tiếp cận của chúng tôi đối với các chủ đề môi trường xã hội và quản trị ESG cam kết liên tục của chúng tôi đối với các Mục tiêu Phát triển Bền vững SDGs của Liên Hợp Quốc LHQ và các hành động chúng tôi đã thực hiện để thúc đẩy một tương lai bền vững hơn,3
Cơ hội biến giấc mơ thành hiện thực mang lại sự yên tâm và thịnh vượng cho người tiêu dùng của chúng tôi,2
"Việc sản xuất hoặc buôn bán bất kỳ sản phẩm nào bị coi là bất hợp pháp theo luật pháp hoặc công ước và thỏa thuận quốc tế, cũng như phải chịu lệnh cấm quốc tế, chẳng hạn như dược phẩm, thuốc trừ sâu, thuốc diệt cỏ, chất làm suy giảm tầng ôzôn (ozone ), PCBs, động vật hoang dã hoặc các sản phẩm được điều chỉnh bởi Công ước Quốc tế về Buôn bán Các loài nguy cấp (CITES).",1
Các chuyên gia và đội đã đi đến trận đấu theo cách bền vững nhất có thể,0
rủi ro an ninh mạng tận dụng khung an ninh mạng của NIST để thông báo đánh giá và liên tục cải thiện chương trình an ninh mạng của chúng tôi,3
Ngoài ra Bảo Việt cũng đóng góp cho xã hội bằng cách nghiên cứu và phát triển sản phẩm bảo hiểm hưu trí nhằm mang lại nguồn thu nhập ổn định sau khi nghỉ hưu kết nối người lao động với chủ doanh nghiệp đồng thời giảm bớt áp lực về ngân sách bảo hiểm xã hội của Nhà nước,2
Taxi động cơ đơn SET được thực hiện khi thực tế để tiết kiệm nhiên liệu và giảm chi phí,2
Vào ngày 11 tháng 10 năm 2023 VinFast Công ty Cổ phần giải pháp năng lượng VinES được sáp nhập vào Công ty TNHH Sản xuất và Kinh doanh VinFast để chủ động công nghệ và tập trung nguồn lực để tăng cường nghiên cứu và phát triển pin cho các dòng xe điện của VinFast,1
Chúng tôi tiếp tục xem xét các khuyến nghị của nhóm và thúc đẩy các giải pháp có tác động nhất mà công nghệ hiện tại có thể hỗ trợ,3
Điều này bao gồm việc khai thác ánh sáng tự nhiên từ cửa sổ và sử dụng các tấm lấy sáng trên mái nhà và tường xung quanh phòng xưởng để hạn chế tối đa việc phụ thuộc vào đèn cao áp halogen cho chiếu sáng bên trong.,1
Truyền cảm hứng cho nhau bằng cách theo đuổi tiêu chuẩn cao,0
Hiện tại các quốc gia đang hoạt động được chứng nhận bền vững và chúng tôi đang tiến tới chứng nhận 100 dầu cọ bền vững từ các nguồn vật chất được sử dụng trong bếp của chúng tôi để nấu ăn vào năm 2022 một mục tiêu được hỗ trợ bởi cam kết hợp tác trong ngành của chúng tôi như Hội nghị bàn tròn về Dầu Cọ Bền Vững,1
Loại hình canh tác này làm giảm đáng kể việc sử dụng đất và nước hạn chế tiếp xúc với rủi ro an toàn thực phẩm và cho phép sản phẩm được trồng gần các khu vực đông dân cư giảm đáng kể dặm thực phẩm và cải thiện thời hạn sử dụng,1
Chúng tôi dự định sẽ công bố báo cáo ESG hàng năm bao gồm cả JCrew JCrew Factory và Madewell,3
Trong năm 2023 có 13 nhà quản lý khách sạn cấp cao Senior Hotel Managers và trưởng bộ phận đã hoàn thành thành công Chương trình Đào tạo Huấn luyện Cấp tốc Chuyên sâu,2
Để duy trì tính hiệu quả và cập nhật Tập đoàn thường xuyên tổ chức kiểm tra việc thực hiện công tác ATSKMT tại các đơn vị thành viên và nhà thầu dầu khí để kịp thời phát hiện vầ giải quyết mọi vấn đề tồn đọng,3
Báo cáo lưu chuyển tiền tệ hợp nhất LƯU CHUYỂN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH Tăng vốn cổ phần từ phát hành cổ phiếu Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào Vốn tự có và các khoản nợ vay dài hạn khác Tiền thu được từ góp vốn của cổ đông không kiểm soát Cổ tức trả cho cổ đông không kiểm soát Lưu chuyển tiền thuần sử dụng vào từ hoạt động Tài chính Tiền và các khoản tương đương tiền đầu năm Tiền và các khoản tương đương tiền cuối năm tại ngày 31 tháng 12 năm 2022 và cho năm tài chính kết thúc cùng ngày Thông tin chung Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam sau đây gọi tắt là Techcombank là một ngân hàng thương mại cổ phần được thành lập và đăng ký tại nước Cộng hòa Xã hội Chủ nghĩa Việt Nam,3
"Báo cáo PTBV năm 2019 của Tập đoàn Novaland đã được Công ty TNHH PricewaterhouseCoopers (Việt Nam) đảm bảo."" Câu sửa đổi này có ngữ pháp, cú pháp và chính tả tốt hơn so với câu gốc ban đầu",3
Điều này đảm bảo sự phát triển bền vững cũng như giá trị của tổ chức cho tất cả các bên liên quan,3
Ngân hàng cũng sẽ tiếp tục áp dụng cách tiếp cận theo phân khúc bằng việc giới thiệu các sản phẩm mới được thiết kế riêng cho một số tiểu phân khúc của khách hàng cụ thể và tăng cường mối quan hệ với những khách hàng có khả năng phát triển cao thông qua cung cấp dịch vụ quản lý tài sản toàn diện,2
"Kết hợp với Đoàn Thanh niên Ban Thời sự và Đoàn thanh niên VTV Digital, cùng tổ chức chương trình ""Đông Ấm Vùng Cao"" cho các em học sinh tại trường Phổ thông Dân tộc Bán trú Tiểu học Tà Ghềnh ở xã Nậm Có, huyện Mù Cang Chải thuộc tỉnh Yên Bái.",2
Chúng tôi coi trọng khả năng gián đoạn kinh doanh có thể xảy ra mà chúng tôi coi là rủi ro danh tiếng trong thời tiết khắc nghiệt và thiên tai,0
Brico Dépôt Pháp đang làm việc với HANDIWORK một tổ chức chuyên biệt để cung cấp nơi làm việc và việc làm được trả lương cho những người khuyết tật thất nghiệp dài hạn,2
Đây không phải chỉ là những lý thuyết vô nghĩa mà chính xác hơn là những hướng dẫn thiết yếu cho tất cả các hoạt động hàng ngày của chúng ta,0
Câu này nên là Việc giám sát được thực hiện thông qua các báo cáo thường xuyên hàng tháng và hàng quý,3
Những giá trị này cho thấy vai trò của Visa như một nhà lãnh đạo trong hệ sinh thái thanh toán,0
Tại Vinhomes các hoạt động văn hóa và thể thao được tổ chức rộng rãi và sôi nổi góp phần tạo nên một cộng đồng dân cư có ý thức văn minh thúc đẩy mối liên kết giữa các thành viên trong gia đình cũng như nuôi dưỡng tình làng nghĩa xóm tương thân tương ái,2
"Trong cơ cấu nhân sự của Vingroup, xét về trình độ học vấn thì tỷ lệ CBNV có trình độ trên đại học là 4,3%, đại học là 36,9% cao đẳng là 13,9% và các trình độ khác chiếm 45,9%.",2
"Trong năm qua, chúng tôi liên tục giới thiệu những tính năng mới gần như mỗi tuần, thể hiện cam kết đổi mới của mình trong lĩnh vực kỹ thuật số.",0
Trụ sở chính của chúng tôi ở Melville New York Hoa Kỳ có chứng nhận LEED Silver và tổng diện tích được chứng nhận LEED tại văn phòng của chúng tôi là 285000 m2,0
"Năm 2021, Vicostone và Tập đoàn Phenikaa tiếp tục triển khai nhiều chương trình hỗ trợ cộng đồng, trong đó một số hoạt động tiêu biểu như sau: ủng hộ 3 tỉ đồng cho Quỹ Vì người nghèo thành phố Hà Nội.",2
Gửi báo vào tháng 2 bằng túi polythene cho Tạp chí Cuối tuần,0
Chúng tôi cam kết thu hút phát triển và thu hút các tài năng đa dạng đồng thời tạo cơ hội công bằng cho các cộng sự phát triển nghề nghiệp,2
Tổng lượng chất thải phát sinh bao gồm chất thải được chuyển hướng chất thải được đưa đến bãi chôn lấp và thiêu đốt không thu hồi năng lượng,1
Sử dụng khí này dẫn đến phát thải khí nhà kính thấp hơn so với khí có nguồn gốc từ nhiên liệu hoá thạch mà nó thay thế,1
Trong sáu năm liên tiếp Báo cáo Phát triển Bền vững hàng năm của công ty luôn nằm trong số những báo cáo bền vững chất lượng cao nhất trên thị trường Top 5 Báo cáo Quản trị Tốt nhất 2022 do Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh tổ chức,3
Tăng cường nhận thức về công nghệ thông tin Chúng tôi truyền đạt các chính sách của mình và nhắc nhở tất cả các đồng nghiệp giữ an ninh ở trên đầu thông qua các chiến dịch nhận thức của chúng tôi,0
Nguồn nhân lực của Novaland là tài sản giá trị nhất và yếu tố quan trọng trong sự thành công về kinh doanh đảm bảo thực hiện chiến lược phát triển bền vững một cách hiệu quả,3
Làm việc cùng với đối tác quyên góp thực phẩm của chúng tôi Copia chúng tôi đã tìm thấy những tổ chức phi lợi nhuận tuyệt vời có thể tái sử dụng các nguyên liệu và sử dụng chúng vào những hoạt động cộng đồng địa phương để làm những món Halloween và những món bánh nướng khác,2
Xin xem từng phần tương ứng của báo cáo này để biết thêm thông tin và phương pháp cho các số liệu này,0
Hãy áp dụng một cách tiếp cận nghiêm ngặt trong việc xử lý các hành vi vi phạm chính sách của công ty,3
Khi chúng tôi bắt đầu quá trình đánh giá tác động môi trường của chúng tôi và phát thải GHG nói riêng chúng tôi đã bị ấn tượng bởi sự thay đổi của chúng,1
Chúng tôi cam kết sử dụng điện tái tạo và dẫn đầu thế giới trong cuộc chiến chống biến đổi khí hậu,1
Hơn nữa đã nhận được cơ hội việc làm trong cộng đồng của họ sau khi hoàn thành chương trình bao gồm nhiều người trong ngành khách sạn,2
Kết quả là các cảnh báo về điều kiện thời tiết khắc nghiệt chẳng hạn như lũ lụt mưa đá hạn hán và nắng nóng có khả năng trở nên thường xuyên và dữ dội trong tương lai,0
"Chúng ta sắp bước vào giai đoạn mới của hành trình, khi chúng ta sẵn sàng đón nhận những rủi ro cần thiết nhằm đạt được thành công lớn lao hơn nữa.",0
Như vậy công ty sử dụng các công nghệ sáng tạo bao gồm Marriott Environmental Sustainability Hub MESH nền tảng báo cáo môi trường của công ty để lập kế hoạch thực hiện theo dõi và truyền đạt cách vận hành có trách nhiệm để giảm thiểu rủi ro liên quan đến khí hậu mang lại lợi ích cho doanh nghiệp và cộng đồng nơi khách sạn Marriott hoạt động,3
Vicostone phân loại chất thải nguy hại ngay tại nguồn và xử lý theo đúng quy định,1
Vào năm 2018 thông qua một chương trình thí điểm giảm sử dụng điện bằng cách tối ưu hoá hiệu suất hệ thống làm mát trong các giai đoạn nhu cầu cao điểm,1
Các sản phẩm sữa được xử lý thông qua quá trình lên men sữa hoặc các sản phẩm thu được từ sữa có thể bao gồm việc thay đổi thành phần quy định bằng cách sử dụng tác động của vi sinh vật thích hợp làm giảm pH và trong một số trường hợp đông tụ,1
Mỗi vị trí có một chương trình giảng dạy hoặc kế hoạch học tập cần thiết bao gồm đào tạo vàhoặc chứng chỉ cụ thể mà Cintas cung cấp và tạo điều kiện miễn phí cho đối tác nhân viên,2
Chúng tôi là thành viên của một số tổ chức thương mại mà chúng tôi tham gia để hỗ trợ các hành động xã hội và môi trường chẳng hạn như Doanh nghiệp vì Trách nhiệm Xã hội và Mạng lưới Doanh nghiệp Ceres,2
Chương trình này cung cấp một cách tiếp cận đầy đủ để phát triển nghề nghiệp bao gồm cả đào tạo kỹ thuật về các lĩnh vực tài chính khác nhau và cố vấn có hướng dẫn thông qua trải nghiệm làm việc,2
Để cung cấp cho nhân viên của chúng tôi các công cụ để đảm bảo tính chính trực khuyến khích sự đổi mới và cân nhắc về đạo đức cho nhân viên của chúng tôi khi sử dụng dữ liệu trong công việc của họ,2
Chúng tôi cũng yêu cầu các nhà quản lý hoàn thành đào tạo hàng năm để hiểu vai trò của họ trong việc duy trì văn hoá đạo đức của Kohl dẫn đầu với sự chính trực và tạo ra một môi trường làm việc phản ánh Bộ luật Đạo đức của chúng tôi,3
Trong quá trình tiền thẩm định lựa chọn nhà thầu NCC vào năm 2018 Văn phòng PRO đã xem xét hai NCC mới thông qua một cuộc kiểm toán tại chỗ bao gồm các tiêu chí về tác động môi trường,1
Chúng tôi muốn mỗi nhân viênđối tác tự tin và cảm thấy có quyền đóng góp cho nhóm,2
Chúng tôi hiểu rằng tất cả các chủ đề được đề cập trong cuộc phỏng vấn đều quan trọng nhưng chúng tôi muốn lắng nghe ý kiến từ những người tham gia về mức độ mà họ thấy một số chủ đề ít hoặc không quan trọng để định hướng hành động,0
